310522;1
5272;2
723527;3
70858;4
40545;5
833444;6
1067318;7
51644;8
1114446;9
844150;10
803014;11
1135644;12
313807;13
1159508;14
1127508;15
1610520;16
1099219;17
831001;18
67088;19
1039765;20
796486;21
1136808;22
47217;23
1393818;24
1026214;25
1089113;26
312069;27
1038727;28
1129633;29
19617;30
898427;31
72911;32
886982;33
891478;34
40730;35
1306965;36
1159510;37
1335730;38
863064;39
931496;40
47710;41
1467858;42
826083;43
63271;44
1137774;45
895421;46
823768;47
313838;48
65100;49
1022837;50
769594;51
785161;52
937834;53
78003;54
37996;55
1002242;56
20405;57
101829;58
85486;59
1091587;60
797463;61
1160106;62
1094517;63
72971;64
715153;65
1163653;66
40554;67
200406;68
1472595;69
808450;70
1243429;71
67099;72
814052;73
108772;74
789019;75
1131399;76
1067983;77
51143;78
769218;79
806968;80
80424;81
946770;82
1113247;83
764180;84
1158533;85
852743;86
1411494;87
1038143;88
1308161;89
879764;90
18230;91
1144145;92
1140022;93
858339;94
1001085;95
12927;96
869425;97
30625;98
110390;99
217410;100
21344;101
1072342;102
310158;103
313216;104
1114448;105
1024148;106
1171825;107
40729;108
1605484;109
1041989;110
32604;111
732717;112
34088;113
842317;114
924613;115
842180;116
900708;117
732712;118
1166388;119
1243443;120
93410;121
1578845;122
1551182;123
4285;124
16988;125
731766;126
29915;127
773840;128
1105705;129
313616;130
1086888;131
77476;132
1075124;133
4962;134
1341439;135
913785;136
1103982;137
1024401;138
1121404;139
87347;140
30371;141
1326160;142
790703;143
1584207;144
36995;145
1453090;146
1603923;147
9631;148
1132597;149
23666;150
1160110;151
1109357;152
53669;153
1413329;154
1000275;155
62709;156
1037949;157
62996;158
1056084;159
103872;160
29989;161
1076378;162
811809;163
1171264;164
1070304;165
315293;166
849399;167
1001474;168
858877;169
806085;170
356028;171
849395;172
874761;173
896159;174
60086;175
888002;176
1004315;177
1051116;178
947263;179
1006240;180
1097362;181
41077;182
320187;183
56594;184
1535929;185
1048911;186
723612;187
1404912;188
30554;189
1180262;190
1385187;191
42582;192
927653;193
45012;194
14272;195
317891;196
713676;197
936468;198
51434;199
1066107;200
5907;201
1390777;202
1007456;203
1385157;204
1001039;205
1056239;206
3124;207
915191;208
50863;209
40533;210
1163165;211
68505;212
4281;213
874766;214
93751;215
831259;216
1380393;217
719245;218
916457;219
948642;220
316793;221
104169;222
31235;223
1800;224
23082;225
57083;226
1045520;227
36047;228
1364479;229
31277;230
753762;231
875159;232
1062573;233
1108329;234
1570585;235
1119639;236
1289592;237
97745;238
1316631;239
1401106;240
10427;241
879215;242
1307954;243
1011064;244
1312073;245
1267238;246
1133421;247
1160497;248
1466258;249
1613103;250
900268;251
77776;252
1117795;253
1320947;254
1364742;255
1166691;256
315189;257
1030471;258
1467373;259
107263;260
1518832;261
808362;262
1065088;263
66740;264
927971;265
4904;266
1387685;267
101830;268
883980;269
1468091;270
1160330;271
1191255;272
1544856;273
106535;274
1113866;275
1129137;276
1397410;277
49826;278
1047122;279
35214;280
718940;281
717826;282
7084;283
886125;284
88205;285
1122304;286
25191;287
1145460;288
64978;289
1585689;290
1140467;291
29905;292
31462;293
833029;294
1288776;295
1495569;296
1127055;297
1013871;298
709519;299
839923;300
1332815;301
25305;302
10456;303
1563411;304
1116578;305
1123658;306
807198;307
1046649;308
1373835;309
106640;310
1090727;311
1144519;312
880430;313
1163560;314
749098;315
1652044;316
93556;317
55785;318
21175;319
811156;320
10795;321
202058;322
1304280;323
813828;324
895728;325
885590;326
868857;327
1618921;328
1555280;329
836102;330
1406508;331
813762;332
1156039;333
827052;334
59478;335
1134538;336
835541;337
1096061;338
1080259;339
835403;340
46640;341
887028;342
1521332;343
92122;344
818686;345
756620;346
1053112;347
721371;348
1302362;349
1010775;350
820534;351
1000184;352
1489393;353
885725;354
1050952;355
1021860;356
26780;357
1031223;358
5187;359
1157654;360
217346;361
1166141;362
320193;363
744473;364
1339947;365
1305014;366
1231868;367
29669;368
1004440;369
97216;370
86312;371
1279363;372
70866;373
1513153;374
1523749;375
1527508;376
77360;377
1564708;378
1140415;379
897723;380
723125;381
1637459;382
937098;383
1571949;384
1268896;385
1134061;386
63908;387
1110783;388
739708;389
1284698;390
1018724;391
917851;392
1267097;393
1190713;394
1558633;395
777001;396
1316656;397
813810;398
1534701;399
1551152;400
1593034;401
938323;402
38009;403
1032208;404
727920;405
1297288;406
21665;407
701221;408
1003470;409
1087711;410
1130385;411
1111335;412
1567094;413
1674862;414
1012100;415
1333141;416
820027;417
847838;418
65984;419
927628;420
800240;421
41499;422
780571;423
1162586;424
1140625;425
1636023;426
756894;427
939187;428
1378564;429
78890;430
835729;431
36104;432
25598;433
895655;434
4447;435
1270400;436
926042;437
1378789;438
1577552;439
1022575;440
216228;441
1158967;442
101778;443
1315695;444
1080306;445
1319161;446
215219;447
1037016;448
1306830;449
1372920;450
1090872;451
933136;452
1181232;453
64803;454
902739;455
79958;456
1207316;457
1096200;458
812074;459
1504764;460
797468;461
898293;462
936340;463
1506307;464
1556148;465
84129;466
2488;467
914024;468
901832;469
45947;470
736260;471
314590;472
1126328;473
1005010;474
1137048;475
26172;476
200245;477
1340156;478
1305755;479
1357615;480
46989;481
78814;482
102379;483
1031798;484
1061322;485
915913;486
899051;487
726513;488
203383;489
1403161;490
777676;491
1276520;492
1035002;493
230211;494
1062814;495
59558;496
1451505;497
50341;498
714154;499
1123661;500
866374;501
1530804;502
1024305;503
929940;504
1533232;505
1491675;506
842162;507
1585364;508
1004980;509
746838;510
18926;511
884629;512
86144;513
1163739;514
857471;515
849667;516
275053;517
1110452;518
8868;519
1363829;520
8565;521
1024519;522
1475365;523
1293257;524
790070;525
5513;526
1619762;527
1011659;528
1061736;529
1048515;530
908255;531
906338;532
1351413;533
890801;534
917273;535
64782;536
24741;537
1324424;538
1081316;539
791519;540
1067428;541
76334;542
896841;543
1136869;544
1018003;545
75208;546
860730;547
1575879;548
92230;549
97476;550
733076;551
1139313;552
8818;553
884624;554
1418135;555
318996;556
83246;557
872448;558
1107457;559
1064122;560
834071;561
922224;562
109821;563
929872;564
929869;565
1328798;566
1649373;567
1038572;568
3673;569
1001250;570
923282;571
1113256;572
11544;573
1100427;574
891103;575
1492633;576
1048286;577
1141185;578
750556;579
1108109;580
34879;581
1005414;582
1276187;583
1569391;584
1040719;585
1041379;586
96223;587
864328;588
1140536;589
1016177;590
1368007;591
1011006;592
1273801;593
75829;594
1219601;595
1361658;596
708819;597
8670;598
788784;599
1325702;600
79879;601
1623613;602
1067701;603
1265725;604
1126313;605
55067;606
814453;607
12659;608
3370;609
894010;610
842635;611
1094831;612
20171;613
744455;614
1061574;615
915389;616
1084408;617
770944;618
1159297;619
72127;620
1393066;621
28823;622
12208;623
1323854;624
850364;625
912505;626
899108;627
941548;628
906347;629
43920;630
1124198;631
1490281;632
1058057;633
1141107;634
1524472;635
1064531;636
873860;637
9626;638
789388;639
1015780;640
1604028;641
1012569;642
47129;643
1310067;644
13239;645
92472;646
1458205;647
1062066;648
1073404;649
63276;650
1124139;651
1135971;652
773910;653
1034670;654
1023291;655
813781;656
859163;657
106040;658
202467;659
316206;660
884614;661
1042046;662
1001288;663
37785;664
1403256;665
898174;666
916085;667
1283699;668
109198;669
877212;670
1130452;671
1400891;672
1601046;673
733099;674
23217;675
84792;676
1335258;677
1518587;678
886035;679
895648;680
804328;681
1031296;682
1091862;683
40704;684
1084580;685
1510295;686
1082114;687
833081;688
825313;689
1599489;690
6769;691
1116521;692
1263043;693
92103;694
1137789;695
42542;696
1029786;697
1069336;698
866213;699
1057706;700
316709;701
890926;702
225648;703
1124827;704
704051;705
932787;706
880266;707
9389;708
354964;709
7536;710
1645494;711
310764;712
1169715;713
1468516;714
1138118;715
1095595;716
1326141;717
1311370;718
64040;719
912892;720
906424;721
1295721;722
922864;723
882095;724
926660;725
1419581;726
802301;727
52988;728
864270;729
809398;730
1618756;731
95304;732
203077;733
1140859;734
64670;735
715957;736
842662;737
701985;738
1324518;739
1167379;740
928753;741
318154;742
1262768;743
1175757;744
895126;745
825777;746
75362;747
804055;748
1507385;749
6951;750
1492261;751
1501585;752
838877;753
2969;754
1214299;755
18169;756
948634;757
1336920;758
91576;759
1471055;760
1389207;761
1014739;762
858446;763
1174627;764
109177;765
921082;766
1014473;767
1054833;768
1633917;769
1032975;770
1457543;771
1032204;772
89089;773
8858;774
1183920;775
1072483;776
1232384;777
99070;778
1045513;779
1126294;780
319201;781
1273813;782
1370946;783
743316;784
1544229;785
1161785;786
1141391;787
789570;788
1071438;789
884905;790
771497;791
1041061;792
12978;793
12355;794
1072670;795
1504747;796
869428;797
1037976;798
732485;799
1120193;800
1096343;801
1066113;802
49071;803
931336;804
67472;805
1590714;806
763901;807
789073;808
1517228;809
1264136;810
1136893;811
914208;812
6201;813
1111711;814
1135152;815
1326801;816
946581;817
1580732;818
1031107;819
911971;820
47111;821
868512;822
1389168;823
794367;824
69970;825
1386355;826
69499;827
65873;828
1305468;829
103145;830
230498;831
911576;832
1567892;833
1331875;834
877890;835
816284;836
1285785;837
1009304;838
74260;839
1035497;840
1348259;841
753308;842
1164727;843
103730;844
1483096;845
1340122;846
899723;847
203248;848
1169870;849
1020569;850
884497;851
14930;852
103379;853
7431;854
49906;855
1275283;856
1393612;857
94673;858
1013626;859
225090;860
1101239;861
829224;862
1004434;863
1441634;864
1649338;865
2491;866
1109304;867
10081;868
1166003;869
911421;870
1472787;871
1000228;872
1126113;873
38777;874
70318;875
1023977;876
928366;877
1090071;878
28630;879
888504;880
1584509;881
1043604;882
1100790;883
1441849;884
100493;885
16040;886
794323;887
1170565;888
858558;889
355429;890
1163302;891
880285;892
1011308;893
867058;894
40888;895
45876;896
814585;897
947484;898
47580;899
1620546;900
909326;901
1027884;902
840467;903
67931;904
884382;905
1281761;906
1266794;907
1379895;908
1028985;909
1487730;910
1527166;911
750004;912
27904;913
1565025;914
1553588;915
353394;916
1545772;917
52795;918
1437107;919
1032033;920
851968;921
1006269;922
1143680;923
1096752;924
909832;925
1641991;926
59255;927
1083269;928
1596967;929
1107470;930
311337;931
1541401;932
912093;933
1108524;934
745544;935
1091667;936
1061219;937
1355096;938
1549872;939
906933;940
1300514;941
95521;942
801351;943
78239;944
902053;945
46080;946
1089642;947
1085770;948
1130310;949
1071170;950
949240;951
1051848;952
919239;953
1001606;954
1051512;955
1616862;956
1298341;957
1057698;958
1124610;959
1001807;960
1037868;961
104889;962
800459;963
941221;964
96021;965
56873;966
1069202;967
1470215;968
94845;969
711039;970
1445049;971
1071371;972
3570;973
776867;974
716039;975
772197;976
1047340;977
107681;978
1324592;979
804269;980
861361;981
1066119;982
1519061;983
1498301;984
1403528;985
1622143;986
1465112;987
1082506;988
1047716;989
866121;990
1024478;991
27419;992
706539;993
1377013;994
831980;995
1087835;996
1076405;997
1561660;998
1073431;999
1046126;1000
1597033;1001
353230;1002
719739;1003
859994;1004
1064728;1005
732713;1006
702162;1007
1568832;1008
883587;1009
1523404;1010
1115222;1011
96943;1012
718877;1013
824169;1014
815097;1015
1179755;1016
922475;1017
1046257;1018
110621;1019
889132;1020
278352;1021
864749;1022
870517;1023
811830;1024
850693;1025
1175483;1026
1468174;1027
1052045;1028
1265131;1029
791915;1030
871763;1031
16918;1032
1190723;1033
721083;1034
880446;1035
4977;1036
67686;1037
1109448;1038
1020416;1039
310569;1040
1405041;1041
74303;1042
1365135;1043
1616817;1044
54502;1045
1530950;1046
1120295;1047
1438569;1048
769644;1049
1062613;1050
201283;1051
1191141;1052
1085359;1053
1458891;1054
887921;1055
1224608;1056
1355001;1057
1398987;1058
40987;1059
1075531;1060
1595262;1061
1394159;1062
759944;1063
48681;1064
1216596;1065
82811;1066
842021;1067
1144528;1068
203527;1069
1634997;1070
799729;1071
1158672;1072
814181;1073
1109354;1074
1037962;1075
1509986;1076
753058;1077
1140761;1078
102037;1079
947354;1080
898685;1081
77551;1082
840889;1083
1587523;1084
1101215;1085
354950;1086
78066;1087
859737;1088
940181;1089
1420800;1090
16732;1091
1024725;1092
105634;1093
1006837;1094
910631;1095
921738;1096
846909;1097
1023027;1098
1496048;1099
1018099;1100
1053507;1101
352947;1102
730469;1103
1124804;1104
1046861;1105
1100682;1106
716823;1107
1376139;1108
1122411;1109
805260;1110
1138234;1111
1264242;1112
